"Store Nbr","Mod Footage","Store Name","Store Type","Building Address","Building City","Building State/Prov","Building Postal Code"
"2205","12","YORK (W), PA","Supercenter","1000 TOWN CENTER DRIVE","YORK","PA","17408"
"2206","12","LAGUNA NIGUEL, CA EF","Wal-Mart","27470 ALICIA PKWY","LAGUNA NIGUEL","CA","92677"
"2207","12","MIDVALE, UT","Supercenter","7250 UNION PARK AVE","MIDVALE","UT","84047"
"2208","12","SAYRE, PA","Supercenter","1887 ELMIRA ST","SAYRE","PA","18840"
"2209","12","ZANESVILLE, OH","Supercenter","2850 MAPLE AVE","ZANESVILLE","OH","43701"
"2210","12","AMHERST, NY","Supercenter","3290 SHERIDAN DR","AMHERST","NY","14226"
"2211","12","POLAND, OH","Supercenter","1300 DORAL DR","POLAND","OH","44514"
"2213","12","ST LOUIS (S), MO","Supercenter","3270 TELEGRAPH RD","SAINT LOUIS","MO","63125"
"2214","12","COLUMBIA, (E), SC","Supercenter","5420 FOREST DR","COLUMBIA","SC","29206"
"2215","12","DARIEN, IL","Supercenter","2189 75TH ST","DARIEN","IL","60561"
"2218","12","FOOTHILL RANCH, CA","Supercenter","26502 TOWNE CENTRE DR","FOOTHILL RANCH","CA","92610"
"2221","12","SPRINGFIELD, MO","Supercenter","2021 E INDEPENDENCE ST","SPRINGFIELD","MO","65804"
"2223","12","WESTMINSTER, CO","Supercenter","9499 SHERIDAN BLVD","WESTMINSTER","CO","80031"
"2224","12","WILLISTON, VT","Wal-Mart","863 HARVEST LN","WILLISTON","VT","05495"
"2225","12","WOONSOCKET, RI","Supercenter","7 DOWLING VILLAGE BLVD","NORTH SMITHFIELD","RI","02896"
"2227","12","ABINGTON, MA","Wal-Mart","777 BROCKTON AVE","ABINGTON","MA","02351"
"2230","12","STATE COLLEGE, PA","Supercenter","373 BENNER PIKE","STATE COLLEGE","PA","16801"
"2231","12","MOLINE, IL","Supercenter","3930 44TH AVENUE DR","MOLINE","IL","61265"
"2232","12","BRANFORD, CT","Wal-Mart","120 COMMERCIAL PKWY","BRANFORD","CT","06405"
"2233","12","FREDERICK, MD","Supercenter","7400 GUILFORD DR","FREDERICK","MD","21704"
"2234","12","ROME, NY","Supercenter","5815 ROME TABERG RD","ROME","NY","13440"
"2236","12","HARLEYSVILLE, PA","Wal-Mart","651 MAIN ST","HARLEYSVILLE","PA","19438"
"2237","12","LEHIGH ACRES, FL","Supercenter","2523 LEE BLVD","LEHIGH ACRES","FL","33971"
"2238","12","MUSKEGON, MI","Supercenter","1879 E SHERMAN BLVD","MUSKEGON","MI","49444"
"2239","12","SAN ANTONIO (W), TX","Supercenter","8923 W MILITARY DR","SAN ANTONIO","TX","78245"
"2243","12","REDMOND, OR","Supercenter","300 NW OAKTREE LN","REDMOND","OR","97756"
"2246","12","BEDFORD, NH (MANCHESTER)","Wal-Mart","17 COLBY CT","BEDFORD","NH","03110"
"2248","12","CATONSVILLE (BALTIMORE)MD","Wal-Mart","6205 BALTIMORE NATIONAL PIKE","CATONSVILLE","MD","21228"
"2249","12","CHEHALIS, WA","Supercenter","1601 NW LOUISIANA AVE","CHEHALIS","WA","98532"
"2251","12","CITY OF INDUSTRY, CA","Supercenter","17150 GALE AVE","CITY OF INDUSTRY","CA","91745"
"2252","12","EASTON, PA","Supercenter","3722 EASTON NAZARETH HWY","EASTON","PA","18045"
"2253","12","EL CAJON (E), CA","Supercenter","13487 CAMINO CANADA","EL CAJON","CA","92021"
"2254","12","HAMMONTON, NJ","Wal-Mart","55 S WHITE HORSE PIKE","HAMMONTON","NJ","08037"
"2255","12","HAZLETON, PA","Supercenter","761 AIRPORT RD","HAZLE TOWNSHIP","PA","18202"
"2256","12","HENDERSON, NC","Supercenter","200 N COOPER DR","HENDERSON","NC","27536"
"2257","12","HOUSTON, TX","Supercenter","13484 NORTHWEST FWY","HOUSTON","TX","77040"
"2258","12","ALEXANDRIA, VA","Wal-Mart","7910 RICHMOND HWY","ALEXANDRIA","VA","22306"
"2259","12","KALISPELL, MT","Supercenter","170 HUTTON RANCH RD","KALISPELL","MT","59901"
"2261","12","NORTH KINGSTOWN, RI","Supercenter","1031 TEN ROD RD","NORTH KINGSTOWN","RI","02852"
"2262","12","ONEONTA, NY","Supercenter","5054 STATE HIGHWAY 23","ONEONTA","NY","13820"
"2264","12","ROTTERDAM, NY","Wal-Mart","1320 ALTAMONT AVE","SCHENECTADY","NY","12303"
"2265","12","SIMPSONVILLE, SC","Supercenter","3950 GRANDVIEW DR","SIMPSONVILLE","SC","29680"
"2266","12","CLEVELAND, OH","Supercenter","8585 PEARL RD","STRONGSVILLE","OH","44136"
"2269","12","YAKIMA, WA","Supercenter","1600 E CHESTNUT AVE","YAKIMA","WA","98901"
"2270","12","DURANGO, CO","Supercenter","1155 S CAMINO DEL RIO","DURANGO","CO","81303"
"2271","12","SHAWANO, WI","Supercenter","1244 EAST GREEN BAY","SHAWANO","WI","54166"
"2272","12","CAMBRIDGE, MD","Supercenter","2775 DORCHESTER SQ","CAMBRIDGE","MD","21613"
"2273","12","BURTON, MI","Supercenter","5323 E COURT ST N","BURTON","MI","48509"
"2274","12","FOREST LAKE, MN","Supercenter","200 12TH ST SW","FOREST LAKE","MN","55025"
"2275","12","OXFORD, OH","Supercenter","5720 COLLEGE CORNER PIKE","OXFORD","OH","45056"
"2276","12","LA PORTE, IN","Supercenter","333 BOYD BLVD","LA PORTE","IN","46350"
"2278","12","ERIE (S) PA","Supercenter","1825 DOWNS DR","ERIE","PA","16509"
"2279","12","GLEN BURNIE (N), MD","Supercenter","6721 CHESAPEAKE CENTER DR","GLEN BURNIE","MD","21060"
"2280","12","MOUNTAIN VIEW , CA","Wal-Mart","600 SHOWERS DR","MOUNTAIN VIEW","CA","94040"
"2281","12","WEST MIFFLIN, PA","Supercenter","2351 CENTURY DR","WEST MIFFLIN","PA","15122"
"2282","12","EAST WINDSOR, CT","Supercenter","44 PROSPECT HILL ROAD","EAST WINDSOR","CT","06088"
"2283","12","COVENTRY, RI","Supercenter","650 CENTRE OF NEW ENGLAND BLVD","COVENTRY","RI","02816"
"2284","12","NAUGATUCK, CT","Supercenter","1100 NEW HAVEN RD","NAUGATUCK","CT","06770"
"2285","12","HERKIMER, NY","Supercenter","103 N CAROLINE ST","HERKIMER","NY","13350"
"2286","12","CENTEREACH (LI), NY","Wal-Mart","161 CENTEREACH MALL","CENTEREACH","NY","11720"
"2287","12","NEW CASTLE, PA","Supercenter","2501 W STATE ST","NEW CASTLE","PA","16101"
"2290","12","OWINGS MILLS, MD","Wal-Mart","9750 REISTERTOWN ROAD A","OWINGS MILLS","MD","21117"
"2293","12","GOLDEN, CO","Supercenter","952 SWEDE GULCH RD","EVERGREEN","CO","80439"
"2297","12","STEVENSON RANCH, CA","Wal-Mart","25450 THE OLD RD","STEVENSON RANCH","CA","91381"
"2299","12","CROMWELL, CT","Supercenter","161 BERLIN RD","CROMWELL","CT","06416"
"2300","12","PITTSBURGH (W), PA","Supercenter","250 SUMMIT PARK DR","PITTSBURGH","PA","15275"
"2306","12","NORTHPORT, AL","Supercenter","5710 MCFARLAND BLVD","NORTHPORT","AL","35476"
"2307","12","SOUTH JORDAN, UT","Supercenter","11328 S JORDAN GTWY","SOUTH JORDAN","UT","84095"
"2309","12","WEST CHESTER, OH","Supercenter","8288 CINCINNATI DAYTON RD","WEST CHESTER","OH","45069"
"2310","12","KNOXVILLE (E), TN","Supercenter","3051 KINZEL WAY","KNOXVILLE","TN","37924"
"2311","12","HUNTINGTON, IN","Supercenter","2800 WAL MART DR","HUNTINGTON","IN","46750"
"2313","12","STREETSBORO, OH","Supercenter","905 SINGLETARY DR","STREETSBORO","OH","44241"
"2314","12","WAIPAHU, HI","Wal-Mart","94-595 KUPUOHI ST","WAIPAHU","HI","96797"
"2315","12","DALLAS, OR","Wal-Mart","321 NE KINGS VALLEY HWY","DALLAS","OR","97338"
"2316","12","NORTH OLMSTED, OH","Supercenter","24801 BROOKPARK RD","NORTH OLMSTED","OH","44070"
"2317","12","BREMERTON, WA","Wal-Mart","6797 STATE HIGHWAY 303 NE","BREMERTON","WA","98311"
"2318","12","INDIANA, PA","Supercenter","3100 OAKLAND AVE","INDIANA","PA","15701"
"2319","12","OAK HARBOR, WA","Wal-Mart","1250 SW ERIE ST","OAK HARBOR","WA","98277"
"2320","12","COTTAGE GROVE, OR","Supercenter","901 ROW RIVER RD","COTTAGE GROVE","OR","97424"
"2321","12","KAILUA KONA, HI","Wal-Mart","75-1015 HENRY ST","KAILUA KONA","HI","96740"
"2322","12","GERMANTOWN, TN","Supercenter","577 N GERMANTOWN PKWY","CORDOVA","TN","38018"
"2325","12","PORT ORCHARD, WA","Supercenter","3497 BETHEL RD SE","PORT ORCHARD","WA","98366"
"2326","12","HORNELL, NY","Wal-Mart","1000 STATE ROUTE 36","HORNELL","NY","14843"
"2329","12","ORANGE, MA","Supercenter","555 E MAIN ST","ORANGE","MA","01364"
"2330","12","ROCHESTER, NH","Supercenter","116 FARMINGTON RD","ROCHESTER","NH","03867"
"2331","12","WATERFORD, CT","Supercenter","155 WATERFORD PARKWAY NO.","WATERFORD","CT","06385"
"2332","12","ST. ALBANS, VT","Wal-Mart","700 TUCKERS WAY","SAINT ALBANS","VT","05478"
"2334","12","LANCASTER, PA","Supercenter","2034 LINCOLN HWY E","LANCASTER","PA","17602"
"2335","12","MADISON, WI (E)","Supercenter","4198 NAKOOSA TRL","MADISON","WI","53714"
"2336","12","PLYMOUTH, MA","Supercenter","300 COLONY PLACE RD","PLYMOUTH","MA","02360"
"2339","12","WEST LAFAYETTE, IN","Supercenter","2801 NORTHWESTERN AVE","WEST LAFAYETTE","IN","47906"
"2340","12","EPHRATA,PA","Supercenter","890 E MAIN ST","EPHRATA","PA","17522"
"2341","12","QUINCY, MA","Wal-Mart","301 FALLS BLVD","QUINCY","MA","02169"
"2350","12","WAUSEON, OH","Supercenter","485 AIRPORT HWY","WAUSEON","OH","43567"
"2351","12","CATSKILL, NY","Supercenter","30 CATSKILL CMNS","CATSKILL","NY","12414"
"2352","12","CAMBRIDGE, MN","Supercenter","2101 2ND AVE SE","CAMBRIDGE","MN","55008"
"2354","12","ROCHESTER HILLS, MI","Supercenter","2500 S ADAMS RD","ROCHESTER HILLS","MI","48309"
"2355","12","CLARENCE, NY","Supercenter","5033 TRANSIT RD","WILLIAMSVILLE","NY","14221"
"2357","12","GERMANTOWN, MD","Supercenter","20910 FREDERICK RD","GERMANTOWN","MD","20876"
"2358","12","ALPENA, MI","Supercenter","1180 M 32 W","ALPENA","MI","49707"
"2359","12","ASHTABULA, OH","Supercenter","3551 N RIDGE RD E","ASHTABULA","OH","44004"
"2360","12","ATLANTA (N), GA","Supercenter","4725 ASHFORD DUNWOODY RD","DUNWOODY","GA","30338"
"2362","12","CLEVELAND HEIGHTS, OH","Supercenter","1868 WARRENSVILLE CENTER RD","SOUTH EUCLID","OH","44121"
"2365","12","MT POCONO, PA","Supercenter","3271 ROUTE 940","MOUNT POCONO","PA","18344"
"2368","12","E STROUDSBURG, PA","Supercenter","355 LINCOLN AVE","EAST STROUDSBURG","PA","18301"
"2369","12","TILTON, NH","Supercenter","33 SHERWOOD DRIVE","TILTON","NH","03276"
"2370","12","TROY, NY","Supercenter","760 HOOSICK RD","TROY","NY","12180"
"2373","12","WARWICK, RI","Wal-Mart","840 POST RD","WARWICK","RI","02888"
"2385","12","AUBURN, WA","Supercenter","762 OUTLET COLLECTION WAY","AUBURN","WA","98001"
"2386","12","WARE, MA","Supercenter","352 PALMER RD","WARE","MA","01082"
"2387","12","BRANDON, (W) FL","Supercenter","11110 CAUSEWAY BLVD","BRANDON","FL","33511"
"2399","12","MANCHESTER, NH","Supercenter","725 GOLD ST","MANCHESTER","NH","03103"
"2400","12","CHILLICOTHE, OH","Supercenter","85 RIVER TRACE LANE","CHILLICOTHE","OH","45601"
"2401","12","DUARTE, CA","Wal-Mart","1600 MOUNTAIN AVE","DUARTE","CA","91010"
"2403","12","PUYALLUP, WA","Supercenter","310 31ST AVE SE","PUYALLUP","WA","98374"
"2405","12","HAMBURG, NY","Supercenter","5360 SOUTHWESTERN BLVD","HAMBURG","NY","14075"
"2412","12","ELLICOTT CITY, MD","Supercenter","3200 NORTH RIDGE RD","ELLICOTT CITY","MD","21043"
"2417","12","PETOSKEY,MI","Supercenter","1850 ANDERSON RD","PETOSKEY","MI","49770"
"2418","12","PLACERVILLE CA","Wal-Mart","4300 MISSOURI FLAT RD","PLACERVILLE","CA","95667"
"2419","12","REHOBOTH BEACH, DE","Wal-Mart","18922 REHOBOTH MALL BLVD","REHOBOTH BEACH","DE","19971"
"2420","12","BELLE VERNON, PA","Supercenter","100 SARA WAY","BELLE VERNON","PA","15012"
"2421","12","ST CROIX FALLS, WI","Supercenter","2212 GLACIER DR","SAINT CROIX FALLS","WI","54024"
"2426","12","COLUMBUS (SW), OH","Supercenter","5200 WEST POINTE PLAZA","COLUMBUS","OH","43228"
"2427","12","DALLAS, TX","Supercenter","9301 FOREST LN","DALLAS","TX","75243"
"2428","12","NEWTON, KS","Supercenter","1701 S KANSAS RD","NEWTON","KS","67114"
"2429","12","SPRINGFIELD, OH","Supercenter","2100 N BECHTLE AVE","SPRINGFIELD","OH","45504"
"2432","12","LINCOLN 27TH & GRAINGER N","Supercenter","2500 JAMIE LN","LINCOLN","NE","68512"
"2435","12","DUNDALK, MD","Wal-Mart","2399 NORTH POINT BLVD","DUNDALK","MD","21222"
"2436","12","ELDERSBURG, MD","Supercenter","6400A RIDGE ROAD, SUITE 1","SYKESVILLE","MD","21784"
"2437","12","WARRENTON, VA","Supercenter","700 JAMES MADISON HWY","WARRENTON","VA","20186"
"2438","12","STAFFORD, VA","Supercenter","217 GARRISONVILLE RD","STAFFORD","VA","22554"
"2439","12","BAYTOWN TX","Supercenter","8700 N HIGHWAY 146","BAYTOWN","TX","77523"
"2441","12","HAMILTON, OH","Supercenter","1505 MAIN ST","HAMILTON","OH","45013"
"2443","12","SIOUX FALLS S SD","Supercenter","7821 SOUTH MINNESOTA AVENUE","SIOUX FALLS","SD","57108"
"2444","12","ONEIDA, NY","Supercenter","2024 GENESEE ST","ONEIDA","NY","13421"
"2445","12","HATFIELD, PA","Supercenter","1515 BETHLEHEM PIKE","HATFIELD","PA","19440"
"2446","12","QUAKERTOWN, PA","Supercenter","195 N WEST END BLVD","QUAKERTOWN","PA","18951"
"2448","12","COTTAGE GROVE MN","Supercenter","9300 EAST POINT DOUGLAS RD S","COTTAGE GROVE","MN","55016"
"2449","12","CAGUAS, PR","Supercenter","RAFAEL CORDERO AVE #301","CAGUAS","PR","00725"
"2450","12","BELLINGHAM, WA","Wal-Mart","4420 MERIDIAN ST","BELLINGHAM","WA","98226"
"2452","12","MILWAUKEE, WI","Supercenter","401 E CAPITOL DR","MILWAUKEE","WI","53212"
"2453","12","FALLON,NV","Supercenter","2333 RENO HWY","FALLON","NV","89406"
"2458","12","SALINAS, CA","Supercenter","1800 N MAIN","SALINAS","CA","93906"
"2460","12","SEAFORD,DE","Supercenter","22899 SUSSEX HWY","SEAFORD","DE","19973"
"2463","12","FRISCO STONEBROOK & 423 T","Supercenter","355 STONEBROOK PKWY","FRISCO","TX","75034"
"2469","12","LONGVIEW, WA","Supercenter","540 7TH AVE","LONGVIEW","WA","98632"
"2471","12","COLUMBUS, (NW) OH","Supercenter","5900 BRITTON PKWY","DUBLIN","OH","43016"
"2473","12","HILO, HI","Wal-Mart","325 E MAKAALA ST","HILO","HI","96720"
"2474","12","KEYSER, WV","Supercenter","R.R. #4 BOX 82","KEYSER","WV","26726"
"2476","12","COLLEGE PLACE, WA","Supercenter","1700 SE MEADOWBROOK BLVD","COLLEGE PLACE","WA","99324"
"2477","12","ROSEBURG, OR","Supercenter","2125 NW STEWART PKWY","ROSEBURG","OR","97471"
"2481","12","SHAMOKIN, PA","Supercenter","9300 STATE ROUTE 61","COAL TOWNSHIP","PA","17866"
"2483","12","LAS VEGAS BLUE DIAMOND NV","Supercenter","6973 BLUE DIAMOND RD","LAS VEGAS","NV","89178"
"2491","12","DANVILLE, IL","Supercenter","4101 N VERMILION ST STE A","DANVILLE","IL","61834"
"2493","12","GRAND RAPIDS, MI","Supercenter","5859 28TH ST SE","GRAND RAPIDS","MI","49546"
"2495","12","WESTMINSTER CA","Wal-Mart","13331 BEACH BLVD","WESTMINSTER","CA","92683"
"2496","12","BOONE, NC","Supercenter","200 WATAUGA VILLAGE DR","BOONE","NC","28607"
"2497","12","PHILLIPSBURG, NJ","Supercenter","1300 US HIGHWAY 22","PHILLIPSBURG","NJ","08865"
"2501","12","BAYAMON, PR","Wal-Mart","501 AVE WEST MAIN","BAYAMON","PR","00961"
"2502","12","LATROBE PA","Supercenter","100 COLONY LN","LATROBE","PA","15650"
"2503","12","HACKETTSTOWN NJ","Supercenter","1885 STATE ROUTE 57 STE 100","HACKETTSTOWN","NJ","07840"
"2504","12","KINGSTON,NY","Supercenter","601 FRANK STOTTILE BLVD","KINGSTON","NY","12401"
"2505","12","MISSOURI CITY, TX","Supercenter","5501 HIGHWAY 6","MISSOURI CITY","TX","77459"
"2508","12","BOISE, ID","Supercenter","8300 W OVERLAND RD","BOISE","ID","83709"
"2509","12","CHILTON, WI","Supercenter","810 S IRISH RD","CHILTON","WI","53014"
"2510","12","MINOCQUA,WI","Supercenter","8760 NORTHRIDGE WAY","MINOCQUA","WI","54548"
"2511","12","AMERICAN FORK, UT","Supercenter","949 W GRASSLAND DR","AMERICAN FORK","UT","84003"
"2512","12","PHOENIX (N), AZ","Supercenter","1825 W BELL RD","PHOENIX","AZ","85023"
"2515","12","PHOENIX (E), AZ","Supercenter","3721 E THOMAS RD","PHOENIX","AZ","85018"
"2516","12","RENTON, WA","Supercenter","743 RAINIER AVENUE SOUTH","RENTON","WA","98057"
"2518","12","HAMILTON, NJ 11-11-02","Wal-Mart","700 MARKETPLACE BLVD","HAMILTON","NJ","08691"
"2519","12","SHREWSBURY, PA","Supercenter","698 SHREWSBURY COMMONS AVE","SHREWSBURY","PA","17361"
"2520","12","FREDERICKSBURG (E), VA","Supercenter","125 WASHINGTON SQUARE PLZ","FREDERICKSBURG","VA","22405"
"2523","12","BREA, CA","Wal-Mart","2595 E IMPERIAL HWY","BREA","CA","92821"
"2527","12","SAN CLEMENTE, CA","Wal-Mart","951 AVENIDA PICO","SAN CLEMENTE","CA","92673"
"2528","12","MILL HALL, PA","Supercenter","167 HOGAN BLVD","MILL HALL","PA","17751"
"2529","12","VIRGINIA BEACH, VA","Supercenter","2021 LYNNHAVEN PKWY","VIRGINIA BEACH","VA","23456"
"2531","12","TOWN OF CORDLANDT, NY","Wal-Mart","3133 E MAIN ST","MOHEGAN LAKE","NY","10547"
"2533","12","GULF BREEZE, FL","Supercenter","3767 GULF BREEZE PKWY","GULF BREEZE","FL","32563"
"2536","12","TULARE, CA","Wal-Mart","1110 E PROSPERITY AVE","TULARE","CA","93274"
"2537","12","REDDING, CA","Supercenter","1515 DANA DR","REDDING","CA","96003"
"2539","12","SPOKANE, WA","Supercenter","15727 E BROADWAY AVE","SPOKANE VALLEY","WA","99037"
"2541","12","ALLIANCE, OH","Supercenter","2700 W STATE ST","ALLIANCE","OH","44601"
"2542","12","OTTAWA, OH","Supercenter","1720 N PERRY ST","OTTAWA","OH","45875"
"2544","12","PORTAGE, IN","Supercenter","6087 US HIGHWAY 6","PORTAGE","IN","46368"
"2545","12","MARINETTE, WI","Supercenter","2900 ROOSEVELT RD","MARINETTE","WI","54143"
"2547","12","THOMPSON, NY","Supercenter","41 ANAWANA LAKE RD","MONTICELLO","NY","12701"
"2551","12","MOUNT AIRY, MD","Wal-Mart","209 E RIDGEVILLE BLVD","MOUNT AIRY","MD","21771"
"2552","12","PORTLAND (E),OR","Supercenter","4200 SE 82ND AVE","PORTLAND","OR","97266"
"2553","12","WINDSOR, CA","Wal-Mart","6650 HEMBREE LN","WINDSOR","CA","95492"
"2554","12","AVONDALE, AZ","Supercenter","13055 W RANCHO SANTA FE BLVD","AVONDALE","AZ","85392"
"2556","12","ARROYO GRANDE, CA","Wal-Mart","1168 W BRANCH ST","ARROYO GRANDE","CA","93420"
"2557","12","BAKERSFIELD, CA EF","Supercenter","8400 ROSEDALE HWY","BAKERSFIELD","CA","93312"
"2558","12","STERLING HEIGHTS, MI","Wal-Mart","44575 MOUND RD","STERLING HEIGHTS","MI","48314"
"2559","12","STERLING HEIGHTS, MI","Supercenter","33201 VAN DYKE AVE","STERLING HEIGHTS","MI","48312"
"2560","12","BERLIN, MD","Supercenter","11416 OCEAN GTWY","BERLIN","MD","21811"
"2561","12","ERIE (W), PA","Supercenter","5350 W. RIDGE RD","ERIE","PA","16506"
"2566","12","CHARLES TOWN, WV","Supercenter","96 PATRICK HENRY WAY","CHARLES TOWN","WV","25414"
"2567","12","GRANDVILLE, MI","Supercenter","4542 KENOWA AVE SW","GRANDVILLE","MI","49418"
"2569","12","LEDGEWOOD, NJ","Wal-Mart","2569 TO 461 RT 10 SUITE 29","LEDGEWOOD","NJ","07852"
"2571","12","FEDERAL WAY, WA","Wal-Mart","1900 S 314TH ST","FEDERAL WAY","WA","98003"
"2574","12","CARLISLE, PA","Supercenter","60 NOBLE BLVD","CARLISLE","PA","17013"
"2575","12","CONWAY (S), AR","Supercenter","3900 DAVE WARD DR","CONWAY","AR","72034"
"2576","12","CROSS LANES, WV","Supercenter","100 NITRO MARKET PL","CROSS LANES","WV","25313"
"2579","12","CHADRON, NE","Supercenter","510 LINDEN ST","CHADRON","NE","69337"
"2581","12","CAMILLUS, NY","Supercenter","5399 W GENESEE ST","CAMILLUS","NY","13031"
"2582","12","CLINTON, NJ","Wal-Mart","ROUTE 513 AND I-78","CLINTON","NJ","08809"
"2585","12","STRATFORD, CT","Wal-Mart","150 BARNUM AVENUE CUTOFF","STRATFORD","CT","06614"
"2587","12","CABOT, AR","Supercenter","304 S ROCKWOOD DR","CABOT","AR","72023"
"2591","12","PEMBROKE PINES, FL","Supercenter","151 SW 184TH AVE","PEMBROKE PINES","FL","33029"
"2593","12","LAS VEGAS, (S), NV","Supercenter","2310 E SERENE AVE","LAS VEGAS","NV","89123"
"2594","12","LYNNWOOD, WA","Wal-Mart","1400 164TH ST SW","LYNNWOOD","WA","98087"
"2595","12","TULALIP, WA","Supercenter","8924 QUILCEDA BLVD","MARYSVILLE","WA","98271"
"2596","12","MOUNT VERNON, WA","Supercenter","2301 FREEWAY DR","MOUNT VERNON","WA","98273"
"2597","12","FRANKLIN, PA","Supercenter","10 KIMBERLY LN","CRANBERRY","PA","16319"
"2599","12","SAN ANTONIO (NW), TX","Supercenter","5555 DE ZAVALA RD","SAN ANTONIO","TX","78249"
"2600","12","CHESTERFIELD, MO","Supercenter","100 THF BLVD","CHESTERFIELD","MO","63005"
"2603","12","GIBSONIA, PA","Wal-Mart","300 WALMART DR","GIBSONIA","PA","15044"
"2604","12","NEWTON, NJ","Wal-Mart","26 HAMPTON HOUSE RD","NEWTON","NJ","07860"
"2607","12","POLSON, MT","Supercenter","36318 MEMORY LANE","POLSON","MT","59860"
"2610","12","LOGAN, WV","Supercenter","77 NORMAN MORGAN BLVD","LOGAN","WV","25601"
"2611","12","MT.PLEASANT, PA","Supercenter","2100 SUMMIT RIDGE PLZ","MOUNT PLEASANT","PA","15666"
"2613","12","BUCYRUS, OH","Supercenter","1875 E MANSFIELD ST","BUCYRUS","OH","44820"
"2614","12","READING (N), PA","Supercenter","5370 ALLENTOWN PIKE","TEMPLE","PA","19560"
"2616","12","O`FALLON, MO","Supercenter","1307 HIGHWAY K","O FALLON","MO","63366"
"2619","12","MIDLAND, MI","Supercenter","910 JOE MANN BLVD","MIDLAND","MI","48642"
"2621","12","SIMI VALLEY, CA","Wal-Mart","255 COCHRAN ST","SIMI VALLEY","CA","93065"
"2628","12","LEXINGTON, KY","Supercenter","4051 NICHOLASVILLE RD","LEXINGTON","KY","40503"
"2629","12","NORTHBRIDGE, MA","Supercenter","100 VALLEY PKWY","WHITINSVILLE","MA","01588"
"2633","12","PISCATAWAY, NJ","Wal-Mart","1303 CENTENNIAL AVE","PISCATAWAY","NJ","08854"
"2637","12","MONROE, NY","Supercenter","288 LARKIN DR","MONROE","NY","10950"
"2639","12","GILFORD, NH","Supercenter","1458 LAKE SHORE RD","GILFORD","NH","03249"
"2641","12","ALLENTOWN (SW), PA","Supercenter","1091 MILLCREEK RD","ALLENTOWN","PA","18106"
"2642","12","APPLE VALLEY, MN","Supercenter","7835 150TH ST W","APPLE VALLEY","MN","55124"
"2643","12","WOODBURY MN","Supercenter","10240 HUDSON RD","WOODBURY","MN","55129"
"2644","12","SAGINAW, MI","Supercenter","5825 BROCKWAY RD","SAGINAW","MI","48638"
"2647","12","WOODSTOCK, VA","Supercenter","461 W RESERVOIR RD","WOODSTOCK","VA","22664"
"2648","12","SAN LEANDRO, CA EF","Wal-Mart","1919 DAVIS ST","SAN LEANDRO","CA","94577"
"2649","12","IRVING (NORTH), TX","Supercenter","1635 MARKET PLACE BLVD.","IRVING","TX","75063"
"2650","12","PHILADELPHIA (NE), PA","Supercenter","4301 BYBERRY ROAD","PHILADELPHIA","PA","19154"
"2651","12","MANVILLE, NJ","Supercenter","100 NORTH MAIN STREET","MANVILLE","NJ","08835"
"2654","12","TOMPKINSVILLE, KY","Supercenter","1650 EDMONTON RD","TOMPKINSVILLE","KY","42167"
"2656","12","ESPANOLA, NM","Supercenter","1610 NO. RIVERSIDE DRIVE","ESPANOLA","NM","87532"
"2658","12","WEST BEND, WI","Supercenter","1515 W PARADISE DR","WEST BEND","WI","53095"
"2663","12","EBENSBURG, PA","Supercenter","300 WALMART DR","EBENSBURG","PA","15931"
"2664","12","PUNXSUTAWNEY, PA","Supercenter","21920 ROUTE #119","PUNXSUTAWNEY","PA","15767"
"2665","12","SLIDELL, LA","Supercenter","167 NORTHSHORE BLVD","SLIDELL","LA","70460"
"2666","12","COLUMBUS (S), OH","Wal-Mart","3579 S HIGH ST","COLUMBUS","OH","43207"
