"Store Nbr","Mod Footage","Store Name","Store Type","Building Address","Building City","Building State/Prov","Building Postal Code"
"2201","8","EL PASO (C), TX","Supercenter","7101 GATEWAY BLVD W","EL PASO","TX","79925"
"2222","8","TEWKSBURY, MA","Supercenter","333 MAIN ST","TEWKSBURY","MA","01876"
"2228","8","PITTSFIELD, MA","Wal-Mart","555 HUBBARD AVE STE 12","PITTSFIELD","MA","01201"
"2240","8","HUMACAO, PR","Supercenter","PLZ PAIMA REAL PR #3 KM 77.6","HUMACAO","PR","00791"
"2241","8","SUNNYSIDE, WA","Supercenter","2675 E LINCOLN AVE","SUNNYSIDE","WA","98944"
"2244","8","HUNTINGTON WV","Supercenter","3333 US ROUTE 60","HUNTINGTON","WV","25705"
"2245","8","OCEANSIDE (E), CA","Supercenter","705 COLLEGE BLVD","OCEANSIDE","CA","92057"
"2247","8","CARY, NC","Supercenter","2010 KILDAIRE FARM RD","CARY","NC","27518"
"2250","8","CINCINNATI (CENTRAL), OH","Supercenter","4000 RED BANK RD","CINCINNATI","OH","45227"
"2277","8","CLOVIS, CA","Supercenter","323 W SHAW AVE","CLOVIS","CA","93612"
"2288","8","POMONA, CA","Wal-Mart","80 RIO RANCHO RD","POMONA","CA","91766"
"2289","8","BENNINGTON, VT EF","Supercenter","210 NORTHSIDE DR","BENNINGTON","VT","05201"
"2291","8","CHULA VISTA (W) CA","Wal-Mart","75 NORTH BROADWAY","CHULA VISTA","CA","91910"
"2292","8","COVINA, CA","Supercenter","1275 N AZUSA AVE","COVINA","CA","91722"
"2294","8","FLEMINGTON, NJ","Supercenter","152 ROUTE 31 NORTH","FLEMINGTON","NJ","08822"
"2295","8","RICHMOND, VA","Supercenter","7901 BROOK RD","RICHMOND","VA","23227"
"2302","8","SUPERCENTER BARCELONETA","Supercenter","CARR. #2 KM. 56.6","BARCELONETA","PR","00617"
"2308","8","LIHUE, HI","Wal-Mart","3-3300 KUHIO HWY","LIHUE","HI","96766"
"2312","8","ROANOKE (N), VA","Supercenter","4807 VALLEY VIEW BLVD NW","ROANOKE","VA","24012"
"2323","8","STOW, OH","Supercenter","3520 HUDSON DR","STOW","OH","44224"
"2337","8","ROCKY MOUNT, VA","Supercenter","550 OLD FRANKLIN TPKE","ROCKY MOUNT","VA","24151"
"2338","8","TRAVERSE CITY, MI","Supercenter","2640 CROSSING CIR","TRAVERSE CITY","MI","49684"
"2346","8","SUPERCENTER TOA BAJA","Supercenter","PR-2 INT. 165 MEDIA LUNA WARD","TOA BAJA","PR","00949"
"2348","8","JAMES ISLAND, SC","Supercenter","1231 FOLLY RD","CHARLESTON","SC","29412"
"2366","8","NORTH ATTLEBORO, MA","Supercenter","1470 S WASHINGTON ST","NORTH ATTLEBORO","MA","02760"
"2367","8","PINE CITY, MN","Supercenter","950 11TH ST SW","PINE CITY","MN","55063"
"2388","8","PORTLAND, IN","Supercenter","950 W VOTAW ST","PORTLAND","IN","47371"
"2398","8","NEWINGTON, NH","Wal-Mart","2200 WOODBURY AVE","NEWINGTON","NH","03801"
"2402","8","ELKO, NV","Supercenter","2944 MOUNTAIN CITY HWY","ELKO","NV","89801"
"2404","8","SAN ANTONIO, TX","Supercenter","8500 JONES MALTSBERGER RD","SAN ANTONIO","TX","78216"
"2422","8","ST HELENS, OR","Wal-Mart","2295 GABLE RD","SAINT HELENS","OR","97051"
"2424","8","TICONDEROGA, NY","Supercenter","1134 WICKER ST","TICONDEROGA","NY","12883"
"2440","8","SYLVA, NC","Supercenter","210 WALMART PLZ","SYLVA","NC","28779"
"2447","8","CINCINNATI, OH","Supercenter","2322 FERGUSON RD","CINCINNATI","OH","45238"
"2455","8","GREAT FALLS MT","Supercenter","701 SMELTER AVE NE","GREAT FALLS","MT","59404"
"2457","8","RANCHO CORDOVA, CA","Supercenter","10655 FOLSOM BLVD","RANCHO CORDOVA","CA","95670"
"2459","8","SARASOTA (S), FL","Supercenter","4381 CATTLEMEN RD","SARASOTA","FL","34233"
"2464","8","SACRAMENTO DELTA SHORES C","Supercenter","8270 DELTA SHORES CIRCLE","SACRAMENTO","CA","95832"
"2475","8","CONYERS, GA","Supercenter","1436 DOGWOOD DR SE","CONYERS","GA","30013"
"2479","8","SAN DIEGO, CA","Supercenter","3412 COLLEGE AVE","SAN DIEGO","CA","92115"
"2480","8","HONESDALE, PA","Supercenter","723A OLD WILLOW AVE","HONESDALE","PA","18431"
"2482","8","MESA (W), AZ","Supercenter","857 N DOBSON RD","MESA","AZ","85201"
"2484","8","CLEWISTON, FL","Supercenter","1005 W SUGARLAND HWY","CLEWISTON","FL","33440"
"2485","8","PONDERAY, ID","Supercenter","476999 HIGHWAY 95","PONDERAY","ID","83852"
"2490","8","ROELAND PARK, KS","Wal-Mart","5150 ROE BLVD","ROELAND PARK","KS","66205"
"2492","8","PENDLETON,OR","Supercenter","2203 SW COURT AVE","PENDLETON","OR","97801"
"2494","8","OCEANSIDE (WEST), CA","Supercenter","2100 VISTA WAY","OCEANSIDE","CA","92054"
"2506","8","RAVENNA, OH","Supercenter","2600 STATE ROUTE 59","RAVENNA","OH","44266"
"2507","8","SANTA MARIA, CA","Wal-Mart","2220 S BRADLEY RD","SANTA MARIA","CA","93455"
"2514","8","POCOMOKE CITY, MD","Supercenter","2132 OLD SNOW HILL RD","POCOMOKE CITY","MD","21851"
"2522","8","ESCANABA, MI","Supercenter","601 N LINCOLN RD","ESCANABA","MI","49829"
"2526","8","PORTER RANCH, CA","Supercenter","19821 RINALDI ST","PORTER RANCH","CA","91326"
"2530","8","RUTLAND, VT","Wal-Mart","1 RUTLAND SHOPPING PLZ","RUTLAND","VT","05701"
"2532","8","BELOIT, WI","Supercenter","2785 MILWAUKEE RD","BELOIT","WI","53511"
"2534","8","DOTHAN (S), AL","Supercenter","3300 S OATES ST","DOTHAN","AL","36301"
"2535","8","SAINT CLAIR, PA","Supercenter","500 TERRY RICH BLVD","SAINT CLAIR","PA","17970"
"2538","8","EUGENE, OR","Wal-Mart","1040 GREEN ACRES RD","EUGENE","OR","97408"
"2540","8","CLARION, PA","Supercenter","63 PERKINS RD","CLARION","PA","16214"
"2543","8","PITTSTON, PA","Supercenter","390 ROUTE 315 HWY","PITTSTON","PA","18640"
"2546","8","ORANGE, CA","Wal-Mart","2300 N TUSTIN ST","ORANGE","CA","92865"
"2548","8","SOUTH WILLIAMSON, KY","Supercenter","28402 US HIGHWAY 119","SOUTH WILLIAMSON","KY","41503"
"2550","8","VANCOUVER (E),WA","Supercenter","221E NE 104TH AVE","VANCOUVER","WA","98664"
"2563","8","PAOLI, IN","Supercenter","735 N GOSPEL ST","PAOLI","IN","47454"
"2564","8","LURAY, VA","Supercenter","1036 US HIGHWAY 211 W","LURAY","VA","22835"
"2565","8","MADISON HEIGHTS, VA","Supercenter","197 MADISON HEIGHTS SQ","MADISON HEIGHTS","VA","24572"
"2572","8","WAVERLY, OH","Supercenter","990 W EMMITT AVE","WAVERLY","OH","45690"
"2577","8","HUNT VALLEY, MD","Supercenter","1 FRANKEL WAY","COCKEYSVILLE","MD","21030"
"2580","8","CLINTON, NC","Supercenter","1415 SUNSET AVE","CLINTON","NC","28328"
"2584","8","TUCKER, GA","Supercenter","4375 LAWRENCEVILLE HWY","TUCKER","GA","30084"
"2592","8","NORTH LAS VEGAS, NV","Supercenter","1807 W CRAIG RD","NORTH LAS VEGAS","NV","89032"
"2598","8","SACRAMENTO, CA","Wal-Mart","3661 TRUXEL RD","SACRAMENTO","CA","95834"
"2605","8","GALLIPOLIS, OH","Supercenter","2145 EASTERN AVE","GALLIPOLIS","OH","45631"
"2608","8","MILES CITY, MT","Supercenter","3205 STOWER ST","MILES CITY","MT","59301"
"2609","8","LAKEWOOD, CA","Supercenter","2770 CARSON ST","LAKEWOOD","CA","90712"
"2612","8","EL PASO (NE), TX","Supercenter","1850 N ZARAGOZA RD","EL PASO","TX","79936"
"2615","8","VALDOSTA (N), GA","Supercenter","3274 INNER PERIMETER RD","VALDOSTA","GA","31602"
"2617","8","WINNEMUCCA, NV","Supercenter","3010 POTATO RD","WINNEMUCCA","NV","89445"
"2618","8","COMMERCE, MI","Supercenter","3301 PONTIAC TRAIL ROAD","COMMERCE","MI","48390"
"2620","8","HASTINGS, MI","Supercenter","1618 W M 43 HWY","HASTINGS","MI","49058"
"2627","8","TAMPA, FL","Supercenter","2701 E FLETCHER AVE","TAMPA","FL","33612"
"2630","8","JESUP, GA","Supercenter","1100 N 1ST ST","JESUP","GA","31545"
"2631","8","LIVONIA, MI","Supercenter","29555 PLYMOUTH RD","LIVONIA","MI","48150"
"2634","8","GORHAM, NH","Supercenter","561 MAIN ST","GORHAM","NH","03581"
"2636","8","HUNTINGTON BEACH,CA","Wal-Mart","8230 TALBERT AVE","HUNTINGTON BEACH","CA","92646"
"2638","8","ASHLAND, (S), KY","Supercenter","12504 U.S. ROUTE 60","ASHLAND","KY","41102"
"2640","8","SALEM, MA","Wal-Mart","450 HIGHLAND AVE","SALEM","MA","01970"
"2646","8","PEARISBURG, VA","Supercenter","160 KINTER WAY","PEARISBURG","VA","24134"
"2652","8","GRANTS, NM","Supercenter","1000 ROBERT RD","GRANTS","NM","87020"
"2653","8","PORTALES, NM","Supercenter","1604 E SPRUCE ST","PORTALES","NM","88130"
"2659","8","FALMOUTH, ME","Wal-Mart","206 US RT 1","FALMOUTH","ME","04105"
"2660","8","NORTH READING, MA","Wal-Mart","72 MAIN ST","NORTH READING","MA","01864"
"2662","8","COVINGTON, VA","Supercenter","313 THACKER AVE","COVINGTON","VA","24426"
"2684","8","NEW MARTINSVILLE, WV","Supercenter","1142 S BRIDGE ST","NEW MARTINSVILLE","WV","26155"
"2687","8","GREER, SC","Supercenter","14055 E WADE HAMPTON BLVD","GREER","SC","29651"
"2688","8","TYLER, TX","Supercenter","6801 S BROADWAY AVE","TYLER","TX","75703"
"2690","8","MADISON, AL","Supercenter","8650 MADISON BLVD","MADISON","AL","35758"
"2695","8","CLERMONT, FL","Supercenter","1450 JOHNS LAKE RD","CLERMONT","FL","34711"
"2696","8","MOOREFIELD, WV","Supercenter","11 HARNESS RD","MOOREFIELD","WV","26836"
"2702","8","NIXA, MO","Supercenter","1102 N MASSEY BLVD","NIXA","MO","65714"
"2703","8","FLORENCE, SC","Supercenter","2014 S IRBY ST","FLORENCE","SC","29505"
"2712","8","MYRTLE BEACH (S), SC","Supercenter","541 SEABOARD ST","MYRTLE BEACH","SC","29577"
"2713","8","TRUSSVILLE, AL","Supercenter","5919 TRUSSVILLE CROSSINGS PKWY","BIRMINGHAM","AL","35235"
"2714","8","SPENCER, IA","Supercenter","500 11TH ST SW","SPENCER","IA","51301"
"2720","8","MADISON, MS","Supercenter","127 GRANDVIEW BLVD","MADISON","MS","39110"
"2723","8","SUMITON, AL","Supercenter","690 HIGHWAY 78","SUMITON","AL","35148"
"2733","8","PERRY, GA","Supercenter","1009 SAINT PATRICKS DR","PERRY","GA","31069"
"2734","8","NORMAN (E), OK","Supercenter","601 12TH AVE NE","NORMAN","OK","73071"
"2739","8","BAY MINETTE, AL","Supercenter","701 MCMEANS AVE","BAY MINETTE","AL","36507"
"2748","8","GULF SHORES, AL","Supercenter","170 E FORT MORGAN RD","GULF SHORES","AL","36542"
"2749","8","SPRUCE PINE, NC","Supercenter","2514 HALLTOWN RD","SPRUCE PINE","NC","28777"
"2753","8","CLAYTON, GA","Supercenter","1455 HIGHWAY 441 S","CLAYTON","GA","30525"
"2767","8","MESA (NORTH) AZ","Supercenter","4505 E MCKELLIPS RD","MESA","AZ","85215"
"2768","8","MESA (S), AZ","Supercenter","1955 S STAPLEY DR","MESA","AZ","85204"
"2771","8","MONTICELLO, IN","Supercenter","1088 W BROADWAY ST","MONTICELLO","IN","47960"
"2778","8","COOLIDGE, AZ","Supercenter","1695 N ARIZONA BLVD","COOLIDGE","AZ","85128"
"2784","8","BEATRICE, NE","Supercenter","3620 N 6TH ST","BEATRICE","NE","68310"
"2785","8","VICTOR, NY","Supercenter","441 COMMERCE DR","VICTOR","NY","14564"
"2791","8","GEORGETOWN, DE","Supercenter","4 COLLEGE PARK LN","GEORGETOWN","DE","19947"
"2792","8","WAYNE, WV","Supercenter","100 MCGINNIS DR","WAYNE","WV","25570"
"2793","8","KERNERSVILLE, NC","Supercenter","1130 S MAIN ST","KERNERSVILLE","NC","27284"
"2794","8","EPHRAIM, UT","Supercenter","777 N MAIN ST","EPHRAIM","UT","84627"
"2807","8","HARRISONBURG, VA","Supercenter","2160 JOHN WAYLAND HWY","HARRISONBURG","VA","22801"
"2808","8","MIDLOTHIAN (S), VA","Supercenter","12200 CHATTANOOGA PLZ","MIDLOTHIAN","VA","23112"
"2809","8","BUCKHANNON, WV","Supercenter","100 BUCKHANNON CROSSROADS","BUCKHANNON","WV","26201"
"2810","8","SPENCER, WV","Supercenter","97 WILLIAMS DR","SPENCER","WV","25276"
"2814","8","HIALEAH GARDENS (NW) FL","Supercenter","9300 NW 77TH AVE","HIALEAH","FL","33016"
"2816","8","NILES, IL","Wal-Mart","5630 W TOUHY AVE","NILES","IL","60714"
"2819","8","BLUFFTON, IN","Supercenter","2100 N MAIN ST","BLUFFTON","IN","46714"
"2822","8","WALKER, LA","Supercenter","28270 WALKER RD S","WALKER","LA","70785"
"2823","8","PARKERSBURG, (S) WV","Supercenter","2900 PIKE ST","PARKERSBURG","WV","26101"
"2831","8","JEROME, ID","Supercenter","2680 S LINCOLN AVE","JEROME","ID","83338"
"2832","8","HARDEEVILLE, SC","Supercenter","4400 HIGHWAY 278","HARDEEVILLE","SC","29927"
"2836","8","FUQUAY-VARINA, NC","Supercenter","1051 E BROAD ST","FUQUAY VARINA","NC","27526"
"2838","8","HENDERSON (N), NV","Supercenter","540 MARKS ST","HENDERSON","NV","89014"
"2842","8","CORONA, CA","Supercenter","1290 E ONTARIO AVE","CORONA","CA","92881"
"2843","8","SUMMERFIELD, FL","Supercenter","17961 S US HIGHWAY 441","SUMMERFIELD","FL","34491"
"2849","8","MASON, WV","Supercenter","320 MALLARD LANE","MASON","WV","25260"
"2864","8","SAN ANTONIO, TX","Supercenter","6703 W LOOP 1604 N","SAN ANTONIO","TX","78254"
"2890","8","MACON (N) GA","Supercenter","5955 ZEBULON RD","MACON","GA","31210"
"2891","8","ODESSA (W), TX","Supercenter","2450 NW LOOP 338","ODESSA","TX","79763"
"2892","8","PARKER, CO","Supercenter","11101 S PARKER RD","PARKER","CO","80134"
"2893","8","INDEPENDENCE, KS","Supercenter","121 PETER PAN RD","INDEPENDENCE","KS","67301"
"2894","8","OAKLAND, MD","Supercenter","13164 GARRETT HWY","OAKLAND","MD","21550"
"2897","8","SOUTHINGTON, CT","Wal-Mart","235 QUEEN ST","SOUTHINGTON","CT","06489"
"2898","8","OLD SAYBROOK, CT","Wal-Mart","665 BOSTON POST RD","OLD SAYBROOK","CT","06475"
"2899","8","AVON, CT","Wal-Mart","255 W MAIN ST","AVON","CT","06001"
"2904","8","BROCKTON, MA","Wal-Mart","700 OAK ST","BROCKTON","MA","02301"
"2909","8","CORRY, PA","Supercenter","961 E COLUMBUS AVE","CORRY","PA","16407"
"2913","8","BOUTTE, LA","Supercenter","13001 HIGHWAY 90","BOUTTE","LA","70039"
"2915","8","SOUTH SETAUKET NY","Wal-Mart","3990 NESCONSET HWY","EAST SETAUKET","NY","11733"
"2921","8","HARRISVILLE, UT","Supercenter","534 N HARRISVILLE RD","HARRISVILLE","UT","84404"
"2922","8","TUCSON (FOOTHILLS), AZ","Supercenter","7635 NO. LA CHOLLA B","TUCSON","AZ","85741"
"2926","8","PLANO (C), TX","Supercenter","6000 COIT RD","PLANO","TX","75023"
"2927","8","WOOD VILLAGE, OR","Supercenter","23500 NE SANDY BLVD","WOOD VILLAGE","OR","97060"
"2928","8","GOOSE CREEK, SC","Supercenter","605 SAINT JAMES AVE","GOOSE CREEK","SC","29445"
"2935","8","KNOXVILLE, IA","Supercenter","814 W BELL AVE","KNOXVILLE","IA","50138"
"2939","8","RICHLAND, MS","Supercenter","200 MARKETPLACE DRIVE","RICHLAND","MS","39218"
"2948","8","SANTA FE SPRINGS CA","Supercenter","13310 TELEGRAPH RD","SANTA FE SPRINGS","CA","90670"
"2952","8","MURRIETA, CA","Wal-Mart","41200 MURRIETA HOT SPRINGS RD","MURRIETA","CA","92562"
"2954","8","NORWALK, CT","Wal-Mart","650 MAIN AVE","NORWALK","CT","06851"
"2957","8","DETROIT LAKES, MN","Supercenter","1583 HIGHWAY 10 W","DETROIT LAKES","MN","56501"
"2968","8","CARROLLTON, KY","Supercenter","200 FLOYD DR","CARROLLTON","KY","41008"
"2980","8","FT WORTH (N), TX","Supercenter","8520 N BEACH ST","FORT WORTH","TX","76244"
"2988","8","LA FAYETTE, GA","Supercenter","2625 NO. HWY 27","LA FAYETTE","GA","30728"
"2994","8","ST. JOSEPH (S), MO","Supercenter","3022 S BELT HWY","SAINT JOSEPH","MO","64503"
"3060","8","YAZOO CITY MS","Supercenter","2129 GRAND AVENUE","YAZOO CITY","MS","39194"
"3075","8","PANAMA CITY 23RD FL","Supercenter","513 W 23RD ST","PANAMA CITY","FL","32405"
"3087","8","OXNARD CA","Wal-Mart","2701 SAVIERS RD","OXNARD","CA","93033"
"3169","8","MANOR TX","Supercenter","11923 US HWY 290 E","MANOR","TX","78653"
"3170","8","ELGIN TX","Supercenter","1320 W HWY 290","ELGIN","TX","78621"
"3191","8","PICKENS SC","Supercenter","2637 GENTRY MEMORIAL HWY","PICKENS","SC","29671"
"3200","8","WEYMOUTH, MA","Wal-Mart","740 MIDDLE ST","WEYMOUTH","MA","02188"
"3217","8","OTHELLO, WA","Supercenter","1860 E MAIN ST","OTHELLO","WA","99344"
"3231","8","GREENWOOD AR 11-11-02","Supercenter","551 LIBERTY DR","GREENWOOD","AR","72936"
"3234","8","ROGERSVILLE, TN","Supercenter","4331 HIGHWAY 66 S","ROGERSVILLE","TN","37857"
"3260","8","EPHRATA, WA","Supercenter","1399 NAT WASHINGTON WAY","EPHRATA","WA","98823"
"3262","8","CAMBRIDGE, OH","Supercenter","61205 SOUTHGATE RD","CAMBRIDGE","OH","43725"
"3268","8","ANTIGO, WI","Supercenter","200 E STATE HIGHWAY 64","ANTIGO","WI","54409"
"3270","8","WYTHEVILLE, VA","Supercenter","345 COMMONWEALTH DR","WYTHEVILLE","VA","24382"
"3277","8","RENO, NV","Supercenter","155 DAMONTE RANCH PKWY","RENO","NV","89521"
"3285","8","CEDAR HILL TX","Supercenter","621 UPTOWN BLVD","CEDAR HILL","TX","75104"
"3286","8","HICKORY CREEK/DENTON TX","Supercenter","1035 HICKORY CREEK BLVD","HICKORY CREEK","TX","75065"
"3289","8","WEST JEFFERSON, NC","Supercenter","1489 MOUNT JEFFERSON RD","WEST JEFFERSON","NC","28694"
"3292","8","NEWARK, NJ","Wal-Mart","900 SPRINGFIELD RD","UNION","NJ","07083"
"3295","8","BROKEN ARROW OK","Supercenter","6310 S ELM PL","BROKEN ARROW","OK","74011"
"3298","8","HOUSTON, TX","Supercenter","255 FM 518 RD","KEMAH","TX","77565"
"3305","8","MAYODAN, NC","Supercenter","6711 NC HIGHWAY 135","MAYODAN","NC","27027"
"3307","8","CRAWFORDVILLE, FL","Supercenter","35 MIKE STEWART","CRAWFORDVILLE","FL","32327"
"3320","8","PALMHURST, TX","Supercenter","215 E MILE 3 RD","PALMHURST","TX","78573"
"3328","8","GREENVILLE, MI","Supercenter","10772 W CARSON CITY RD","GREENVILLE","MI","48838"
"3349","8","PORT CHARLOTTE (E), FL","Supercenter","375 KINGS HWY","PORT CHARLOTTE","FL","33983"
"3360","8","CHANDLER-AIRPORT, AZ","Supercenter","2750 E GERMANN RD","CHANDLER","AZ","85286"
"3362","8","OAK GROVE, KY","Supercenter","14800 FORT CAMPBELL BLVD","OAK GROVE","KY","42262"
"3379","8","ORO VALLEY AZ","Supercenter","2150 E TANGERINE RD","ORO VALLEY","AZ","85755"
"3381","8","SWEETWATER TX","Supercenter","407 NE GEORGIA AVE","SWEETWATER","TX","79556"
"3386","8","SPRINGVILLE AL","Supercenter","160 SPRINGVILLE STATION BLVD","SPRINGVILLE","AL","35146"
"3394","8","ATLANTIC, IA","Supercenter","1905 E 7TH ST","ATLANTIC","IA","50022"
"3407","8","BUCKEYE AZ","Supercenter","1060 S WATSON RD","BUCKEYE","AZ","85326"
"3408","8","CARSON CITY, NV","Supercenter","3200 MARKET ST","CARSON CITY","NV","89706"
"3412","8","ELIZABETHVILLE, PA","Supercenter","200 KOCHER LN","ELIZABETHVILLE","PA","17023"
"3415","8","TARPON SPRINGS, FL","Supercenter","41232 US HWY 19 N","TARPON SPRINGS","FL","34689"
"3455","8","RICHMOND, CA","Wal-Mart","1400 HILLTOP MALL RD","RICHMOND","CA","94806"
"3458","8","WHITEHALL MI","Supercenter","2755 HOLTON-WHITEHALL ROAD","WHITEHALL","MI","49461"
"3461","8","PEACHTREE CITY GA","Supercenter","2717 HIGHWAY 54","PEACHTREE CITY","GA","30269"
"3464","8","CHINO CA","Supercenter","3943 GRAND AVE","CHINO","CA","91710"
"3465","8","GLENDALE AZ 11-12-02","Supercenter","5010 N 95TH AVE","GLENDALE","AZ","85305"
"3472","8","POST FALLS, ID","Supercenter","3050 E MULLAN AVE","POST FALLS","ID","83854"
"3477","8","LONG BEACH CA","Supercenter","7250 CARSON BLVD","LONG BEACH","CA","90808"
"3489","8","GOLDEN RING, MD","Supercenter","6420 PETRIE WAY RD","BALTIMORE","MD","21237"
"3514","8","BRADFORD, PA","Supercenter","50 FOSTER BROOK BLVD","BRADFORD","PA","16701"
"3526","8","BROOKSVILLE FL","Supercenter","7305 BROAD ST","BROOKSVILLE","FL","34601"
"3528","8","WIGGINS, MS","Supercenter","1053 FRONTAGE DR E","WIGGINS","MS","39577"
"3537","8","LAKEWOOD, WA","Supercenter","7001 BRIDGEPORT WAY W","LAKEWOOD","WA","98499"
"3544","8","GUILFORD CT","Wal-Mart","900 BOSTON POST RD","GUILFORD","CT","06437"
"3545","8","HAMDEN CT","Wal-Mart","2300 DIXWELL AVE","HAMDEN","CT","06514"
"3562","8","SADDLE BROOK NJ","Wal-Mart","189 US HIGHWAY 46","SADDLE BROOK","NJ","07663"
"3563","8","BETHLEHEM, PA","Wal-Mart","3926 LINDEN ST","BETHLEHEM","PA","18020"
"3572","8","PEARLAND TX 11-12-02","Supercenter","10505 BROADWAY ST","PEARLAND","TX","77584"
"3573","8","MANASSAS (S) VA","Supercenter","9401 LIBERIA AVE","MANASSAS","VA","20110"
"3581","8","ZANESVILLE (S) OH","Supercenter","2850 MAYSVILLE PIKE","ZANESVILLE","OH","43701"
"3595","8","FAYETTEVILLE NC","Supercenter","7701 S RAEFORD RD","FAYETTEVILLE","NC","28304"
"3598","8","CEDAR KNOLLS NJ","Wal-Mart","235 RIDGEDALE AVE","CEDAR KNOLLS","NJ","07927"
"3610","8","LOUISVILLE (NW) KY","Supercenter","7100 RAGGARD RD","LOUISVILLE","KY","40216"
"3611","8","MARIETTA, GA","Supercenter","6520 EARNEST BARRETT PARKWAY","MARIETTA","GA","30064"
"3616","8","AMITE, LA","Supercenter","1200 W OAK ST","AMITE","LA","70422"
"3623","8","LAREDO (S) TX","Supercenter","4401 HIGHWAY 83 SOUTH","LAREDO","TX","78046"
"3631","8","CROWLEY TX","Supercenter","1221 FM 1187","CROWLEY","TX","76036"
"3634","8","TAMAQUA PA","Supercenter","35 PLAZA DR","TAMAQUA","PA","18252"
"3643","8","MEDFORD WI","Supercenter","1010 N 8TH ST","MEDFORD","WI","54451"
"3644","8","CHESAPEAKE (S) VA","Supercenter","201 HILLCREST PKWY","CHESAPEAKE","VA","23322"
"3656","8","CINCINNATI(COBBLEWD), OH","Supercenter","1143 SMILEY AVE","CINCINNATI","OH","45240"
"3660","8","CHATTANOOGA(SW), TN","Supercenter","3550 CUMMINGS HWY","CHATTANOOGA","TN","37419"
"3700","8","INDIAN TRAIL, NC","Supercenter","2101 YOUNTS RD","INDIAN TRAIL","NC","28079"
"3701","8","MOUNT OLIVE, NC","Supercenter","308 NC HIGHWAY 55 W","MOUNT OLIVE","NC","28365"
"3702","8","JACKSONVILLE (N), FL","Supercenter","13227 CITY SQUARE DR","JACKSONVILLE","FL","32218"
"3705","8","YELM, WA","Supercenter","17100 STATE ROUTE 507 SE","YELM","WA","98597"
"3716","8","MANATI PUERTO RICO","Supercenter","PLAZA MONTE REAL","MANATI","PR","00674"
"3734","8","VERMILLION, SD","Supercenter","1207 PRINCETON AVE","VERMILLION","SD","57069"
"3748","8","ACWORTH(N) GA","Supercenter","3826 COBB PKWY NW","ACWORTH","GA","30101"
"3750","8","WARNER ROBINS (S), GA","Supercenter","502 BOOTH RD","WARNER ROBINS","GA","31088"
"3760","8","NEW ULM, MN","Supercenter","1720 WESTRIDGE RD","NEW ULM","MN","56073"
"3761","8","THIEF RIVER FALLS, MN","Supercenter","1755 HIGHWAY 59 S","THIEF RIVER FALLS","MN","56701"
"3763","8","EL PASO (MONTANA), TX","Supercenter","12236 MONTANA AVE","EL PASO","TX","79938"
"3768","8","ALTA VISTA, VA","Supercenter","125 CLARION RD","ALTAVISTA","VA","24517"
"3770","8","STUART, VA","Supercenter","19265 JEB STUART HWY","STUART","VA","24171"
"3772","8","JONESVILLE, VA","Supercenter","468 TRADE CENTER LN","JONESVILLE","VA","24263"
"3773","8","FORT WORTH (W), TX","Supercenter","9500 CLIFFORD ST","FORT WORTH","TX","76108"
"3775","8","ATLANTA (HOWELL MILL), GA","Supercenter","1801 HOWELL MILL RD NW","ATLANTA","GA","30318"
"3785","8","PENSACOLA (WARRINTON), FL","Supercenter","501 N NAVY BLVD","PENSACOLA","FL","32507"
"3789","8","OGDEN, UT","Supercenter","1959 WALL AVE","OGDEN","UT","84401"
"3805","8","WOODLAND PARK, CO","Supercenter","19600 E US HIGHWAY 24","WOODLAND PARK","CO","80863"
"3806","8","FAIRMONT, MN","Supercenter","1250 GOEMANN RD","FAIRMONT","MN","56031"
"3823","8","LINCOLN (NE), NE","Supercenter","3400 N 85TH ST","LINCOLN","NE","68507"
"3826","8","LUBBOCK (TXTECH), TX","Supercenter","1911 MARSHA SHARP FWY","LUBBOCK","TX","79415"
"3828","8","LONGVIEW (SE), TX","Supercenter","4006 ESTES PKWY","LONGVIEW","TX","75603"
"3829","8","JOHNSON CITY, TN","Supercenter","2915 W MARKET ST","JOHNSON CITY","TN","37604"
"3847","8","MESQUITE, NV","Supercenter","1120 W PIONEER BLVD","MESQUITE","NV","89027"
"3848","8","SYRACUSE, UT","Supercenter","2228 W 1700 S","SYRACUSE","UT","84075"
"3852","8","UNICOI, TN","Supercenter","110 ROCKY BOTTOM DR","UNICOI","TN","37692"
"3860","8","YOUNGSTOWN, OH","Supercenter","200 GOLDIE RD","YOUNGSTOWN","OH","44505"
"3869","8","RICHMOND, VA","Supercenter","1504 N PARHAM RD","RICHMOND","VA","23229"
"3875","8","WAHPETON, ND","Supercenter","1625 COMMERCE DR","WAHPETON","ND","58075"
"3877","8","GAINSVILLE (WALDO), FL","Supercenter","1800 NE 12TH AVE","GAINESVILLE","FL","32641"
"3884","8","TUCSON, AZ","Supercenter","3435 EAST BROADWAY BLVD","TUCSON","AZ","85716"
"3889","8","APEX, NC","Supercenter","3151 APEX PEAKWAY","APEX","NC","27502"
"4055","8","SAN ANTONIO UNIVERSAL CIT","Supercenter","510 KITTY HAWK RD.","UNIVERSAL CITY","TX","78148"
"4102","8","CASTROVILLE TX","Supercenter","1151 US HWY 90 E","CASTROVILLE","TX","78009"
"4156","8","DERBY VT","Supercenter","115 SEYMOUR DRIVE","DERBY","VT","05829"
